Name,Clean Name,Short Name,Summary Name,Price (₹),Original Price (₹),Discount (%),Rating,Reviews,Sold Last Month,url
"Boult X Mustang Newly Launched Q Over Ear Bluetooth Headphones with 70H Playtime, 40mm Bass Drivers, Zen™ ENC Mic, Type-C Fast Charging, 4 EQ Modes, Bluetooth 5.4, AUX Option, IPX5 Wireless Headphones",Boult X Mustang Newly Launched Q Over Ear Bluetooth Headphones with 70H Playtime 40mm Bass Drivers Zen ENC Mic TypeC Fast Charging 4 EQ Modes Bluetooth 54 AUX Option IPX5 Wireless Headphones,Boult X Mustang Newly Launched Q,Boult,2499.0,6999.0,64.0,4.2,1950.0,1.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTozMDAwNzEwMDg3MjgzMTkxOjE3NDM3NzA5NDk6c3BfYnRmOjMwMDQ4Mzk4OTQ0MDEzMjo6MDo6&url=%2FBoult-Launched-Bluetooth-Headphones-Playtime%2Fdp%2FB0DT9T945X%2Fref%3Dsr_1_729_sspa%3Fdib%3DeyJ2IjoiMSJ9.MAokZ4GTAqPsQoAlhuZjNqNLiroLWg2XujOS5uJoPsm3sXNCGESdP__BmRtomb5HM7xoJzyqyWnpKETGmgb3AmhjDa2BJBWckJ232RZPpqk5uXNApIoZUhudnAS7TVFnEiBy5gwgSkfG4hmeIxOrLGIJi_MkBYYwbahXHR7DHiST9My_EdIxGoPfqVWiCVy2TKlK9Zjif4Jzr1Lz1xUXIIYuuIdkeUBk4SdsA6rx_RgrzTb4Rr7d6FZvahyEIal4TdD58QhoGg6SXV8YloLshB0KMfA7z8TG81Xj9N4jtu8.UvRWcLi3MffjH_-Yk6_lp_ab1_Wa0iGBFam_5f3iGiE%26dib_tag%3Dse%26keywords%3Delectronics%26qid%3D1743770949%26s%3Delectronics%26sr%3D1-729-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9idGY%26psc%3D1
"BORSSO Ultima GEN-3, Android 9, Fully Closed Engine Projector 1080p Native, 2600 ANSI (2X Brighter), Short Throw, Auto Focus & Keystone, HDMI Support 4K HDR10, HDMI ARC, 6G WiFi & 5.1 Bluetooth",BORSSO Ultima GEN3 Android 9 Fully Closed Engine Projector 1080p Native 2600 ANSI 2X Brighter Short Throw Auto Focus  Keystone HDMI Support 4K HDR10 HDMI ARC 6G WiFi  51 Bluetooth,BORSSO Ultima GEN3 Android 9 Fully,Borsso,34999.0,89999.0,61.0,3.9,590.0,0.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MTc4NjcwMTY0MzM3NjU3OjE3NDM3NzA5Njg6c3BfYXRmX25leHQ6MzAwMTczMzYyOTI2NzMyOjowOjo&url=%2FBORSSO-Android-Projector-Keystone-Bluetooth%2Fdp%2FB0BXF8VPJ3%2Fref%3Dsr_1_721_sspa%3Fdib%3DeyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q%26dib_tag%3Dse%26keywords%3Delectronics%26qid%3D1743770968%26s%3Delectronics%26sr%3D1-721-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Portronics Beem 470 Mini Smart LED Projector,720p HD,2000 Lumens,Pre-Installed Streaming Apps(Netflix, Prime Video, Hotstar),Auto Keystone,3W Speaker,Adjustable Angle, Wireless Screen Mirroring",Portronics Beem 470 Mini Smart LED Projector720p HD2000 LumensPreInstalled Streaming AppsNetflix Prime Video HotstarAuto Keystone3W SpeakerAdjustable Angle Wireless Screen Mirroring,Portronics Beem 470 Mini Smart LED,Portronics,6999.0,19999.0,65.0,4.0,1570.0,100.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MTc4NjcwMTY0MzM3NjU3OjE3NDM3NzA5Njg6c3BfYXRmX25leHQ6MzAwNTAyOTE4ODk1MDMyOjowOjo&url=%2FPortronics-Projector-Pre-Installed-Streaming-Adjustable%2Fdp%2FB0DWX7TWKR%2Fref%3Dsr_1_722_sspa%3Fdib%3DeyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q%26dib_tag%3Dse%26keywords%3Delectronics%26qid%3D1743770968%26s%3Delectronics%26sr%3D1-722-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Boult x Mustang Torq Wireless in Ear Earbuds with 50H Playtime, App Support, Quad Mic ENC, 45ms Low Latency, Breathing LEDs, 13mm Drivers, Touch Control, Made in India IPX5 Ear Buds TWS Bluetooth 5.4",Boult x Mustang Torq Wireless in Ear Earbuds with 50H Playtime App Support Quad Mic ENC 45ms Low Latency Breathing LEDs 13mm Drivers Touch Control Made in India IPX5 Ear Buds TWS Bluetooth 54,Boult x Mustang Torq Wireless in,Boult Earbuds,1799.0,5999.0,70.0,4.1,5302.0,3.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MTc4NjcwMTY0MzM3NjU3OjE3NDM3NzA5Njg6c3BfYXRmX25leHQ6MzAwMjI5MjY1NDg2MjMyOjowOjo&url=%2FBoult-Wireless-Earbuds-Breathing-Bluetooth%2Fdp%2FB0D63CNLJ9%2Fref%3Dsr_1_723_sspa%3Fdib%3DeyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q%26dib_tag%3Dse%26keywords%3Delectronics%26qid%3D1743770968%26s%3Delectronics%26sr%3D1-723-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9hdGZfbmV4dA%26psc%3D1
"Duracell Alkaline AA Battery, 1.5 Volt Pack of 2",Duracell Alkaline AA Battery 15 Volt Pack of 2,Duracell Alkaline AA Battery 15 Volt,Duracell,47.0,23.0,4.0,4.4,2765.0,200.0,https://www.amazon.in/Duracell-Chota-Power-Alkaline-Batteries/dp/B08KWK3P8Y/ref=sr_1_724?dib=eyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q&dib_tag=se&keywords=electronics&qid=1743770968&s=electronics&sr=1-724
"GM 3206 G-On Mini 2 Pin Extension Cord 2.5 Mtr. with Indicator, Safety Shutter & 2 International Sockets",GM 3206 GOn Mini 2 Pin Extension Cord 25 Mtr with Indicator Safety Shutter  2 International Sockets,GM 3206 GOn Mini 2 Pin,Gm,189.0,387.0,51.0,4.4,1699.0,2.0,https://www.amazon.in/GM-Mini-2-5-Metre-Extension-Color/dp/B014E12F7Q/ref=sr_1_725?dib=eyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q&dib_tag=se&keywords=electronics&qid=1743770968&s=electronics&sr=1-725
"Portronics Power Plate 5 1500W Power Converter with USB Charger & Mobile Holder 3AC Socket + 3USB Ports, 1.5 m Cord Length (Black)",Portronics Power Plate 5 1500W Power Converter with USB Charger  Mobile Holder 3AC Socket  3USB Ports 15 m Cord Length Black,Portronics Power Plate 5 1500W Power,Portronics Charger,519.0,999.0,48.0,4.3,9363.0,400.0,https://www.amazon.in/Portronics-Converter-Charger-Mobile-Holder/dp/B09QJ3Z2PK/ref=sr_1_726?dib=eyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q&dib_tag=se&keywords=electronics&qid=1743770968&s=electronics&sr=1-726
OneAssist 1 Year Extended Warranty Plan for Home and Personal Appliances Between Rs 4001 to Rs 5000 (E-Mail Delivery Only),OneAssist 1 Year Extended Warranty Plan for Home and Personal Appliances Between Rs 4001 to Rs 5000 EMail Delivery Only,OneAssist 1 Year Extended Warranty Plan,Oneassist Warranty,499.0,998.0,50.0,4.2,50.0,0.0,https://www.amazon.in/OneAssist-Extended-Warranty-Personal-Appliances/dp/B0C28F22CV/ref=sr_1_727?dib=eyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q&dib_tag=se&keywords=electronics&qid=1743770968&s=electronics&sr=1-727
"Wooum iPad 11 Pro Sleeve/Case/Pouch 9.7, 10.5, 10.9"" Tablet Pouch/Tablet Sleeve/Tablet Bag/iPad Cover/Gadget Organizer Bag - Black",Wooum iPad 11 Pro SleeveCasePouch 97 105 109 Tablet PouchTablet SleeveTablet BagiPad CoverGadget Organizer Bag  Black,Wooum iPad 11 Pro SleeveCasePouch 97,Wooum Organizer,437.0,1299.0,66.0,4.1,229.0,100.0,https://www.amazon.in/Wooum-Document-Organizer-Sleeve-Tablet/dp/B0BS4546PV/ref=sr_1_728?dib=eyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q&dib_tag=se&keywords=electronics&qid=1743770968&s=electronics&sr=1-728
boAt Bassheads 102 in Ear Wired Earphones with Mic(Charcoal Black),boAt Bassheads 102 in Ear Wired Earphones with MicCharcoal Black,boAt Bassheads 102 in Ear Wired,Boat,339.0,1290.0,74.0,4.1,86919.0,1.0,https://www.amazon.in/BassHeads-102-Earphones-Multi-Function-Microphone/dp/B07S8PSW59/ref=sr_1_729?dib=eyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q&dib_tag=se&keywords=electronics&qid=1743770968&s=electronics&sr=1-729
"House of Quirk Polyester Electronics Accessories Organizer Bag, Universal Carry Travel Gadget Bag For Cables, Plug And More, Perfect Size Fits For Pad Phone Charger Hard Disk - Dark Blue",House of Quirk Polyester Electronics Accessories Organizer Bag Universal Carry Travel Gadget Bag For Cables Plug And More Perfect Size Fits For Pad Phone Charger Hard Disk  Dark Blue,House of Quirk Polyester Electronics Accessories,House Organizer charger,474.0,999.0,53.0,4.2,1636.0,0.0,https://www.amazon.in/House-Quirk-Electronics-Accessories-Organizer/dp/B07MMGBD1J/ref=sr_1_730?dib=eyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q&dib_tag=se&keywords=electronics&qid=1743770968&s=electronics&sr=1-730
"ESR for iPad Air 13 Inch Case (2025/2024), Vertical Stand Cover, Multi Stand Angles, Ultra-Stable Case for iPad Air 13 with Pencil Holder, Flip Magnetic Series, Sky Blue",ESR for iPad Air 13 Inch Case 20252024 Vertical Stand Cover Multi Stand Angles UltraStable Case for iPad Air 13 with Pencil Holder Flip Magnetic Series Sky Blue,ESR for iPad Air 13 Inch,Esr Case stand stand case,3894.0,5599.0,30.0,4.6,930.0,0.0,https://www.amazon.in/ESR-Vertical-Angles-Ultra-Stable-Magnetic/dp/B0DS4X2G9G/ref=sr_1_731?dib=eyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q&dib_tag=se&keywords=electronics&qid=1743770968&s=electronics&sr=1-731
"Anker Powerline II Lightning Cable (6ft), MFi Certified for iPhone 14/13/12/11/X/XS/XR/SE /8/8 Plus/7/7Plus /6/6Plus - White",Anker Powerline II Lightning Cable 6ft MFi Certified for iPhone 14131211XXSXRSE 88 Plus77Plus 66Plus  White,Anker Powerline II Lightning Cable 6ft,Anker Cable,1249.0,3682.0,66.0,4.5,87870.0,0.0,https://www.amazon.in/Powerline-Lightning-Probably-Durable-Certified/dp/B01N75EALQ/ref=sr_1_732?dib=eyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q&dib_tag=se&keywords=electronics&qid=1743770968&s=electronics&sr=1-732
"boAt Airdopes 141 ANC(~32dB), 50ms Low Latency, 4Mics ENx,42Hrs Battery, Fast Charge,IPX5, v5.3 Bluetooth TWS in Ear Earbuds Wireless Earphones with mic (Gunmetal Black)",boAt Airdopes 141 ANC32dB 50ms Low Latency 4Mics ENx42Hrs Battery Fast ChargeIPX5 v53 Bluetooth TWS in Ear Earbuds Wireless Earphones with mic Gunmetal Black,boAt Airdopes 141 ANC32dB 50ms Low,Boat Earbuds,1299.0,5990.0,78.0,3.8,166382.0,5.0,https://www.amazon.in/boAt-Launched-Airdopes-141-ANC/dp/B0C7QS9M38/ref=sr_1_733?dib=eyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q&dib_tag=se&keywords=electronics&qid=1743770968&s=electronics&sr=1-733
Onsitego 2 Year Extended Warranty for Small Household Appliances from Rs. 8001-9000 (Email Delivery - No Physical Kit),Onsitego 2 Year Extended Warranty for Small Household Appliances from Rs 80019000 Email Delivery  No Physical Kit,Onsitego 2 Year Extended Warranty for,Onsitego Warranty,675.0,1169.0,42.0,3.9,581.0,0.0,https://www.amazon.in/Onsitego-Extended-Household-Appliances-8001-9000/dp/B0BVQN6NW5/ref=sr_1_734?dib=eyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q&dib_tag=se&keywords=electronics&qid=1743770968&s=electronics&sr=1-734
OneAssist 2 Years Extended Warranty Plan for Portable Bluetooth Speakers Between INR 15001-20000 (E-Mail Delivery),OneAssist 2 Years Extended Warranty Plan for Portable Bluetooth Speakers Between INR 1500120000 EMail Delivery,OneAssist 2 Years Extended Warranty Plan,Oneassist Warranty,1769.0,3979.0,56.0,3.9,47.0,0.0,https://www.amazon.in/OneAssist-Extended-Warranty-Portable-Bluetooth/dp/B09QMNVHD9/ref=sr_1_735?dib=eyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q&dib_tag=se&keywords=electronics&qid=1743770968&s=electronics&sr=1-735
NJ craft house Handmade Wooden leptop Stand | MacBook Laptop Stand | Laptop Stand Desk | Computer Stand | Notebook Stand,NJ craft house Handmade Wooden leptop Stand  MacBook Laptop Stand  Laptop Stand Desk  Computer Stand  Notebook Stand,NJ craft house Handmade Wooden leptop,Nj Stand stand stand stand stand,430.0,999.0,57.0,3.6,27.0,0.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MTc4NjcwMTY0MzM3NjU3OjE3NDM3NzA5Njg6c3BfbXRmOjMwMDQ4MDgwNDg5OTIzMjo6MDo6&url=%2FNJ-craft-house-Handmade-Off-White%2Fdp%2FB0CCMDC4J4%2Fref%3Dsr_1_736_sspa%3Fdib%3DeyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q%26dib_tag%3Dse%26keywords%3Delectronics%26qid%3D1743770968%26s%3Delectronics%26sr%3D1-736-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
Spigen EZ Fit Tempered Glass Screen Protector Guard For Samsung Galaxy S25 / Galaxy S24 (2 Pack),Spigen EZ Fit Tempered Glass Screen Protector Guard For Samsung Galaxy S25  Galaxy S24 2 Pack,Spigen EZ Fit Tempered Glass Screen,Spigen,1999.0,999.0,31.0,4.4,1485.0,400.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MTc4NjcwMTY0MzM3NjU3OjE3NDM3NzA5Njg6c3BfbXRmOjMwMDQ3MTIyOTQzNzEzMjo6MDo6&url=%2FSpigen-Tempered-Protector-Samsung-S24%2Fdp%2FB0CN8PRJW4%2Fref%3Dsr_1_737_sspa%3Fdib%3DeyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q%26dib_tag%3Dse%26keywords%3Delectronics%26qid%3D1743770968%26s%3Delectronics%26sr%3D1-737-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
"WZATCO Yuva Go Pro Fully Automatic Native 1080P Android 13.0 Smart Projector, Auto Focus, Auto 4D Keystone, 4X Brighter, 4K HDR Support, Rotatable Design, WiFi 6 & BT, Screen Mirroring, ARC, Black",WZATCO Yuva Go Pro Fully Automatic Native 1080P Android 130 Smart Projector Auto Focus Auto 4D Keystone 4X Brighter 4K HDR Support Rotatable Design WiFi 6  BT Screen Mirroring ARC Black,WZATCO Yuva Go Pro Fully Automatic,Wzatco,12990.0,29990.0,57.0,4.3,4158.0,1.0,https://www.amazon.in/sspa/click?ie=UTF8&spc=MTo4MTc4NjcwMTY0MzM3NjU3OjE3NDM3NzA5Njg6c3BfbXRmOjMwMDUxODE1OTIzODgzMjo6MDo6&url=%2FWZATCO-Yuva-Go-Pro-Automatic%2Fdp%2FB0DRJB9417%2Fref%3Dsr_1_738_sspa%3Fdib%3DeyJ2IjoiMSJ9.MoVRuiiMXk0ziAyMSo3AQBJgCyFDdfP4s4XiViUv3zDuzHTEIFCCv_agcufoAxFI8KMfB2HVmkWIyuaf-482kglrWA-5d2EFy2114ZQfyr49vsLIbs1rLVicW7T7YXJBXKyPT6SwjbWZY4x19Vt7WpwbiuU-OJFysC0uwYJUMStxAfdtdkv4EB4-F8AnZZxLHHPXoKv-mfu5aaTgV7acppT7ZTO-UMRdk_zxThwSA0ygysDrt9TpAlG1z8rg5fQUITPDhMxgGb7qUfYAnHNGRR5Xvu2BsF3Bb6zeaYcjeJw.V87dKpZyiOgM9E__jExtN17RP-b0sWWRz5gpQuBlP3Q%26dib_tag%3Dse%26keywords%3Delectronics%26qid%3D1743770968%26s%3Delectronics%26sr%3D1-738-spons%26sp_csd%3Dd2lkZ2V0TmFtZT1zcF9tdGY%26psc%3D1
